period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose
5m,500,1.0,0.5,0.1,0.005,2,30,low,poc,-0.009878246397757622,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,30,low,wa,-0.009878246397757546,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,40,low,poc,-0.004939123198878739,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,40,low,wa,-0.004939123198878733,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,30,low,poc,-0.004939123198878754,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,30,low,wa,-0.004939123198878773,0,0,1
5m,500,0.5,1.0,0.1,0.005,2,40,low,poc,0.009878246397757593,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,40,low,wa,0.009878246397757586,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,30,low,poc,0.009878246397757622,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,30,low,wa,0.009878246397757546,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,40,low,poc,0.009878246397757593,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,40,low,wa,0.009878246397757586,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,30,low,poc,0.009878246397757622,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,30,low,wa,0.009878246397757546,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,40,low,poc,0.009878246397757593,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,40,low,wa,0.009878246397757586,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,30,low,poc,0.009878246397757622,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,30,low,wa,0.009878246397757546,0,1,0
5m,500,2.0,1.0,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,low,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,low,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,low,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,low,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,avgHL,poc,-0.019756492795515244,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.0197564927955153,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,30,avgHL,poc,-0.019756492795515328,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.01975649279551522,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,40,avgHL,poc,-0.009878246397757622,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.00987824639775759,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,30,avgHL,poc,-0.00987824639775755,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.00987824639775755,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,40,avgHL,poc,-0.004939123198878754,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.004939123198878735,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,30,avgHL,poc,-0.004939123198878832,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.004939123198878775,0,0,1
5m,500,1.0,1.0,0.1,0.005,2,40,avgHL,poc,0.01975649279551513,0,1,0
5m,500,1.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.0197564927955153,0,0,1
5m,500,1.0,1.0,0.1,0.005,2,30,avgHL,poc,0.019756492795515213,0,1,0
5m,500,1.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.01975649279551522,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,40,avgHL,poc,-0.009878246397757622,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.00987824639775759,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,30,avgHL,poc,-0.00987824639775755,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.00987824639775755,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,40,avgHL,poc,-0.004939123198878754,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.004939123198878735,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,30,avgHL,poc,-0.004939123198878832,0,0,1
5m,500,1.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.004939123198878775,0,0,1
5m,500,0.5,1.0,0.1,0.005,2,40,avgHL,poc,0.009878246397757622,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,40,avgHL,wa,0.00987824639775759,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,30,avgHL,poc,0.00987824639775755,0,1,0
5m,500,0.5,1.0,0.1,0.005,2,30,avgHL,wa,0.00987824639775755,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,40,avgHL,poc,0.009878246397757622,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,40,avgHL,wa,0.00987824639775759,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,30,avgHL,poc,0.00987824639775755,0,1,0
5m,500,0.5,0.5,0.1,0.005,2,30,avgHL,wa,0.00987824639775755,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,40,avgHL,poc,0.009878246397757622,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,40,avgHL,wa,0.00987824639775759,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,30,avgHL,poc,0.00987824639775755,0,1,0
5m,500,0.5,0.25,0.1,0.005,2,30,avgHL,wa,0.00987824639775755,0,1,0
5m,500,2.0,1.0,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,avgHL,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,avgHL,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,avgHL,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,avgHL,wa,0.0,0,0,0
15m,500,2.0,1.0,0.1,0.005,3,40,high,poc,0.03142805298493915,1,1,0
15m,500,2.0,1.0,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,2.0,1.0,0.1,0.005,3,30,high,poc,0.03142805298493909,1,1,0
15m,500,2.0,1.0,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,2.0,0.5,0.1,0.005,3,40,high,poc,0.03142805298493915,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,2.0,0.5,0.1,0.005,3,30,high,poc,0.03142805298493909,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,2.0,0.25,0.1,0.005,3,40,high,poc,0.03142805298493915,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,2.0,0.25,0.1,0.005,3,30,high,poc,0.03142805298493909,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,1.0,1.0,0.1,0.005,3,40,high,poc,-0.015714026492469512,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,1.0,1.0,0.1,0.005,3,30,high,poc,-0.015714026492469543,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,1.0,0.5,0.1,0.005,3,40,high,poc,-0.007857013246234756,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,1.0,0.5,0.1,0.005,3,30,high,poc,-0.007857013246234834,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,1.0,0.25,0.1,0.005,3,40,high,poc,-0.0039285066231174405,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,1.0,0.25,0.1,0.005,3,30,high,poc,-0.003928506623117355,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,0.5,1.0,0.1,0.005,3,40,high,poc,-0.015714026492469512,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,0.5,1.0,0.1,0.005,3,30,high,poc,-0.015714026492469543,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,0.5,0.5,0.1,0.005,3,40,high,poc,-0.007857013246234756,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,0.5,0.5,0.1,0.005,3,30,high,poc,-0.007857013246234834,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,0.5,0.25,0.1,0.005,3,40,high,poc,-0.0039285066231174405,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,40,high,wa,0.0,2,0,0
15m,500,0.5,0.25,0.1,0.005,3,30,high,poc,-0.003928506623117355,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,30,high,wa,0.0,2,0,0
15m,500,2.0,1.0,0.1,0.01,3,40,high,poc,0.031428052984939135,0,1,0
15m,500,2.0,1.0,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,2.0,1.0,0.1,0.01,3,30,high,poc,0.03142805298493906,0,1,0
15m,500,2.0,1.0,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,2.0,0.5,0.1,0.01,3,40,high,poc,0.031428052984939135,0,1,0
15m,500,2.0,0.5,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,2.0,0.5,0.1,0.01,3,30,high,poc,0.03142805298493906,0,1,0
15m,500,2.0,0.5,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,2.0,0.25,0.1,0.01,3,40,high,poc,0.031428052984939135,0,1,0
15m,500,2.0,0.25,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,2.0,0.25,0.1,0.01,3,30,high,poc,0.03142805298493906,0,1,0
15m,500,2.0,0.25,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,1.0,1.0,0.1,0.01,3,40,high,poc,-0.015714026492469505,0,0,1
15m,500,1.0,1.0,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,1.0,1.0,0.1,0.01,3,30,high,poc,0.015714026492469592,0,1,0
15m,500,1.0,1.0,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,1.0,0.5,0.1,0.01,3,40,high,poc,-0.007857013246234815,0,0,1
15m,500,1.0,0.5,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,1.0,0.5,0.1,0.01,3,30,high,poc,0.015714026492469592,0,1,0
15m,500,1.0,0.5,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,1.0,0.25,0.1,0.01,3,40,high,poc,-0.0039285066231174075,0,0,1
15m,500,1.0,0.25,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,1.0,0.25,0.1,0.01,3,30,high,poc,0.015714026492469592,0,1,0
15m,500,1.0,0.25,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,0.5,1.0,0.1,0.01,3,40,high,poc,-0.015714026492469505,0,0,1
15m,500,0.5,1.0,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,0.5,1.0,0.1,0.01,3,30,high,poc,-0.015714026492469592,0,0,1
15m,500,0.5,1.0,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,0.5,0.5,0.1,0.01,3,40,high,poc,-0.007857013246234815,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,0.5,0.5,0.1,0.01,3,30,high,poc,-0.007857013246234796,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,0.5,0.25,0.1,0.01,3,40,high,poc,-0.0039285066231174075,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,40,high,wa,0.0,1,0,0
15m,500,0.5,0.25,0.1,0.01,3,30,high,poc,-0.003928506623117398,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,30,high,wa,0.0,1,0,0
15m,500,2.0,1.0,0.1,0.005,3,40,low,poc,-0.015697990222704992,1,0,1
15m,500,2.0,1.0,0.1,0.005,3,40,low,wa,0.03139598044541001,1,1,0
15m,500,2.0,1.0,0.1,0.005,3,30,low,poc,-0.015697990222705023,1,0,1
15m,500,2.0,1.0,0.1,0.005,3,30,low,wa,0.03139598044541001,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,40,low,poc,-0.007848995111352557,1,0,1
15m,500,2.0,0.5,0.1,0.005,3,40,low,wa,0.03139598044541001,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,30,low,poc,-0.007848995111352512,1,0,1
15m,500,2.0,0.5,0.1,0.005,3,30,low,wa,0.03139598044541001,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,40,low,poc,-0.003924497555676218,1,0,1
15m,500,2.0,0.25,0.1,0.005,3,40,low,wa,0.03139598044541001,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,30,low,poc,-0.003924497555676256,1,0,1
15m,500,2.0,0.25,0.1,0.005,3,30,low,wa,0.03139598044541001,1,1,0
15m,500,1.0,1.0,0.1,0.005,3,40,low,poc,-0.015697990222704992,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,40,low,wa,0.015697990222705006,1,1,0
15m,500,1.0,1.0,0.1,0.005,3,30,low,poc,-0.015697990222705023,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,30,low,wa,0.015697990222705006,1,1,0
15m,500,1.0,0.5,0.1,0.005,3,40,low,poc,-0.007848995111352557,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,40,low,wa,0.015697990222705006,1,1,0
15m,500,1.0,0.5,0.1,0.005,3,30,low,poc,-0.007848995111352512,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,30,low,wa,0.015697990222705006,1,1,0
15m,500,1.0,0.25,0.1,0.005,3,40,low,poc,-0.003924497555676218,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,40,low,wa,0.015697990222705006,1,1,0
15m,500,1.0,0.25,0.1,0.005,3,30,low,poc,-0.003924497555676256,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,30,low,wa,0.015697990222705006,1,1,0
15m,500,0.5,1.0,0.1,0.005,3,40,low,poc,-0.015697990222704992,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,40,low,wa,-0.015697990222705006,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,30,low,poc,-0.015697990222705023,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,30,low,wa,-0.015697990222705006,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,40,low,poc,-0.007848995111352557,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,40,low,wa,-0.007848995111352564,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,30,low,poc,-0.007848995111352512,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,30,low,wa,-0.007848995111352503,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,40,low,poc,-0.003924497555676218,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,40,low,wa,-0.003924497555676282,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,30,low,poc,-0.003924497555676256,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,30,low,wa,-0.003924497555676313,1,0,1
15m,500,2.0,1.0,0.1,0.01,3,40,low,poc,-0.015697990222704992,0,0,1
15m,500,2.0,1.0,0.1,0.01,3,40,low,wa,0.03139598044541008,0,1,0
15m,500,2.0,1.0,0.1,0.01,3,30,low,poc,-0.01569799022270499,0,0,1
15m,500,2.0,1.0,0.1,0.01,3,30,low,wa,0.03139598044541004,0,1,0
15m,500,2.0,0.5,0.1,0.01,3,40,low,poc,-0.007848995111352557,0,0,1
15m,500,2.0,0.5,0.1,0.01,3,40,low,wa,0.03139598044541008,0,1,0
15m,500,2.0,0.5,0.1,0.01,3,30,low,poc,-0.007848995111352553,0,0,1
15m,500,2.0,0.5,0.1,0.01,3,30,low,wa,0.03139598044541004,0,1,0
15m,500,2.0,0.25,0.1,0.01,3,40,low,poc,-0.0039244975556762185,0,0,1
15m,500,2.0,0.25,0.1,0.01,3,40,low,wa,0.03139598044541008,0,1,0
15m,500,2.0,0.25,0.1,0.01,3,30,low,poc,-0.003924497555676277,0,0,1
15m,500,2.0,0.25,0.1,0.01,3,30,low,wa,0.03139598044541004,0,1,0
15m,500,1.0,1.0,0.1,0.01,3,40,low,poc,-0.015697990222704992,0,0,1
15m,500,1.0,1.0,0.1,0.01,3,40,low,wa,0.015697990222704978,0,1,0
15m,500,1.0,1.0,0.1,0.01,3,30,low,poc,-0.01569799022270499,0,0,1
15m,500,1.0,1.0,0.1,0.01,3,30,low,wa,0.01569799022270502,0,1,0
15m,500,1.0,0.5,0.1,0.01,3,40,low,poc,-0.007848995111352557,0,0,1
15m,500,1.0,0.5,0.1,0.01,3,40,low,wa,0.015697990222704978,0,1,0
15m,500,1.0,0.5,0.1,0.01,3,30,low,poc,-0.007848995111352553,0,0,1
15m,500,1.0,0.5,0.1,0.01,3,30,low,wa,0.01569799022270502,0,1,0
15m,500,1.0,0.25,0.1,0.01,3,40,low,poc,-0.0039244975556762185,0,0,1
15m,500,1.0,0.25,0.1,0.01,3,40,low,wa,0.015697990222704978,0,1,0
15m,500,1.0,0.25,0.1,0.01,3,30,low,poc,-0.003924497555676277,0,0,1
15m,500,1.0,0.25,0.1,0.01,3,30,low,wa,0.01569799022270502,0,1,0
15m,500,0.5,1.0,0.1,0.01,3,40,low,poc,-0.015697990222704992,0,0,1
15m,500,0.5,1.0,0.1,0.01,3,40,low,wa,-0.015697990222704978,0,0,1
15m,500,0.5,1.0,0.1,0.01,3,30,low,poc,-0.01569799022270499,0,0,1
15m,500,0.5,1.0,0.1,0.01,3,30,low,wa,-0.01569799022270502,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,40,low,poc,-0.007848995111352557,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,40,low,wa,-0.007848995111352489,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,30,low,poc,-0.007848995111352553,0,0,1
15m,500,0.5,0.5,0.1,0.01,3,30,low,wa,-0.007848995111352447,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,40,low,poc,-0.0039244975556762185,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,40,low,wa,-0.0039244975556762445,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,30,low,poc,-0.003924497555676277,0,0,1
15m,500,0.5,0.25,0.1,0.01,3,30,low,wa,-0.003924497555676224,0,0,1
15m,500,2.0,1.0,0.1,0.005,3,40,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,2.0,1.0,0.1,0.005,3,40,avgHL,wa,0.03139598044541007,1,1,0
15m,500,2.0,1.0,0.1,0.005,3,30,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,2.0,1.0,0.1,0.005,3,30,avgHL,wa,0.031395980445410025,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,40,avgHL,poc,-0.007848995111352449,1,0,1
15m,500,2.0,0.5,0.1,0.005,3,40,avgHL,wa,0.03139598044541007,1,1,0
15m,500,2.0,0.5,0.1,0.005,3,30,avgHL,poc,-0.00784899511135245,1,0,1
15m,500,2.0,0.5,0.1,0.005,3,30,avgHL,wa,0.031395980445410025,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,40,avgHL,poc,-0.0039244975556762245,1,0,1
15m,500,2.0,0.25,0.1,0.005,3,40,avgHL,wa,0.03139598044541007,1,1,0
15m,500,2.0,0.25,0.1,0.005,3,30,avgHL,poc,-0.003924497555676285,1,0,1
15m,500,2.0,0.25,0.1,0.005,3,30,avgHL,wa,0.031395980445410025,1,1,0
15m,500,1.0,1.0,0.1,0.005,3,40,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,40,avgHL,wa,0.01569799022270497,1,1,0
15m,500,1.0,1.0,0.1,0.005,3,30,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,1.0,1.0,0.1,0.005,3,30,avgHL,wa,0.015697990222705075,1,1,0
15m,500,1.0,0.5,0.1,0.005,3,40,avgHL,poc,-0.007848995111352449,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,40,avgHL,wa,0.01569799022270497,1,1,0
15m,500,1.0,0.5,0.1,0.005,3,30,avgHL,poc,-0.00784899511135245,1,0,1
15m,500,1.0,0.5,0.1,0.005,3,30,avgHL,wa,0.015697990222705075,1,1,0
15m,500,1.0,0.25,0.1,0.005,3,40,avgHL,poc,-0.0039244975556762245,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,40,avgHL,wa,0.01569799022270497,1,1,0
15m,500,1.0,0.25,0.1,0.005,3,30,avgHL,poc,-0.003924497555676285,1,0,1
15m,500,1.0,0.25,0.1,0.005,3,30,avgHL,wa,0.015697990222705075,1,1,0
15m,500,0.5,1.0,0.1,0.005,3,40,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,40,avgHL,wa,-0.01569799022270497,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,30,avgHL,poc,-0.01569799022270502,1,0,1
15m,500,0.5,1.0,0.1,0.005,3,30,avgHL,wa,-0.015697990222705075,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,40,avgHL,poc,-0.007848995111352449,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,40,avgHL,wa,-0.007848995111352548,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,30,avgHL,poc,-0.00784899511135245,1,0,1
15m,500,0.5,0.5,0.1,0.005,3,30,avgHL,wa,-0.007848995111352477,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,40,avgHL,poc,-0.0039244975556762245,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,40,avgHL,wa,-0.003924497555676212,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,30,avgHL,poc,-0.003924497555676285,1,0,1
15m,500,0.5,0.25,0.1,0.005,3,30,avgHL,wa,-0.003924497555676238,1,0,1
15m,500,2.0,1.0,0.1,0.01,3,40,avgHL,poc,-0.04040921409931578,0,0,2
15m,500,2.0,1.0,0.1,0.01,3,40,avgHL,wa,0.08081842819863175,0,2,0
15m,500,2.0,1.0,0.1,0.01,3,30,avgHL,poc,-0.04040921409931593,0,0,2
15m,500,2.0,1.0,0.1,0.01,3,30,avgHL,wa,0.08081842819863172,0,2,0
15m,500,2.0,0.5,0.1,0.01,3,40,avgHL,poc,-0.020204607049657944,0,0,2
